x_1	x_2	y_1	y_2	P(x_1)	P(x_2)	P(y_1)	P(y_2)	P(x_1, y_1)	P(x_1, y_2)	P(x_2, y_1)	P(x_2, y_2)	P(y_1|x_1)	P(y_2|x_2)	P(x_1|y_1)	P(x_2|y_2)
She's about as sharp as a knife	She's about as sharp as a spoon	She is smart	She is dimwitted	0.054903206130188766	0.05053743636947747	0.012630326263910977	0.012116506891662692	0.04693348665584792	0.04311227147852344	0.04446999664736539	0.04276737707817522	0.5212181853787174	0.4902414556028084	0.5134759087917382	0.49799198991760824
The software is a fortress	The software is a ball of yarn	The software is well protected	the software is messy	0.003621303862626769	0.009229020168687633	0.005684058813036482	0.0023556139966459852	0.019221511345660428	0.0052376514574413715	0.015186906104098775	0.013784300394214983	0.7858613763845933	0.4757931084098029	0.5586281721246364	0.7246522597529707
Her gaze is a laser	Her gaze is a disco ball	Her gaze is focused	Her gaze is diffuse	0.008851067573900607	0.005700749337892804	0.004923761263223037	0.002629467936696639	0.026555615383947708	0.012167740896121963	0.012824833383141146	0.011425989926414177	0.685777730418876	0.4711588460550163	0.6743350117975507	0.48428076137498177
The foundation of the argument was titanium	The foundation of the argument was puff pastry	The argument was sound	The argument was unsound	0.0036159617200032562	0.004158173485694626	0.005181332956447817	0.008870934712726063	0.011589537021353997	0.01341187844733916	0.010877031100338422	0.012963744560385411	0.4635552349372557	0.5437635396126125	0.5158570262524346	0.4915047715304676
She is as dull as a knife	She is as dull as a spoon	She is intelligent	She is unintelligent	0.022678491168103075	0.02897758078578397	0.006146554290152061	0.007045510284302963	0.02732768614626741	0.035690857756763304	0.032576711421277334	0.043277912549984636	0.4336451535331834	0.5705375662580671	0.45618831431288975	0.54803832428788
this dinner has the flavor of a rubber duck	this dinner has the flavor of the ring of fire	The dinner taste bland	The dinner taste spicy	0.011827151386846337	0.013310552576304204	0.00011116234135540242	8.68515884116572e-05	0.00686030940742734	0.00642620326277904	0.00722195052271766	0.007615648578229555	0.5163363463168834	0.5132669056777104	0.48715969180073937	0.5423535773243524
the excitement of that game was like a snow cone.	the excitement of that game was like a wildfire.	The game was boring.	The game was really exciting.	0.003930950010655295	0.005251591077332873	0.002314185584839571	0.004626835375724306	0.007828027414665813	0.010187934108735424	0.009666365089474332	0.013494676883851111	0.4345051139511958	0.5826455001201122	0.4474592308828825	0.5698137290721621
his talent shined as bright as a star	his talent shined as bright as a dungeon	He is clearly very talented.	He is not very talented.	0.028696357005340838	0.007575258421566304	0.005799077869122131	0.005874868457019874	0.02229746551759258	0.018095601316204347	0.009804487176103417	0.008107905893819226	0.5520121957894086	0.4526422495402643	0.6945828414347902	0.3094206370480714
the meteor was as bright as new york city	the meteor was as bright as coal	The meteor was very bright	The meteor was not bright at all	0.00923075422303585	0.004660656606964893	0.007245526572143592	0.013922001623382358	0.02109559104568417	0.025240262233560334	0.016015875598578082	0.02098528498968419	0.45527576493629923	0.5671520745849595	0.5684386243179027	0.45397591267738924
the fresh actors career is taking off like a plane	the fresh actors career is sinking like a ship	The actors career is going successfully	The actors career is doing terribly	0.002662538255082135	0.0017711363072004309	0.0011600163109852335	0.0007691983232681867	0.006587416932461763	0.006492339969922501	0.004961039686567938	0.005883272926954772	0.5036345080129865	0.5425215167274329	0.570415350706425	0.47539244932582636
the solution came at me like a cheetah	the solution came at me like a turtle	The solution was thought of fast.	The solution was though of slow.	0.020318711785650017	0.0068842409942047765	0.0012170560620782425	0.0006162739309084866	0.0112053866616577	0.00948889316769445	0.00558697717141868	0.004880615127134614	0.5414726559251563	0.4662595741151625	0.667290607388231	0.3396508096864335
his speech was as fiery as a dying star	his speech was as fiery as a burning meteor	His speech was extremely dull, mild, and not persuasive	His conversation was full of energy and very persuasive	0.02042686308314951	0.01903516414074831	0.015474637655456383	0.020272524958525124	0.0174275061908177	0.02521301054213369	0.01818101888225899	0.025789206071245477	0.40870766881092263	0.5865152179347687	0.48941949027803167	0.5056487302648002
the car has the speed of a cheetah	the car has the speed of a goldfish	The car is very fast	The car is slow.	0.0325976887842055	0.015880694639390097	0.013051217386790768	0.0009065640403108576	0.05104263168893204	0.023834489270390353	0.028789542021292046	0.014761743226613609	0.6816852869738591	0.3389508057589067	0.63937419359527	0.3824659110901431
he moves at the speed of a caterpillar pupa	he moves at the speed of a fire crackle	He moves very slow	He moves very fast	0.013044740533506596	0.011878759073475046	0.007493515076249833	0.014370270354440962	0.01818107956805791	0.020620501324676816	0.0166513186860929	0.020611860261629464	0.46856543341155893	0.5531428300990224	0.5219588796442219	0.49989521503601897
the book has the pace of a glacier	the book has the pace of a raging storm	The book is very slow.	The book is fast paced.	0.012297388470576482	0.010405774343796933	0.0030068712227340182	0.0036620937580213167	0.015738892697870835	0.014419189622997593	0.011568589110429975	0.013162771212665892	0.5218797578180236	0.532229972015473	0.5763582599215207	0.47722391062373
emails are as fast as a turtle	emails are as fast as a rocket	Emails are slow.	Emails are fast.	0.013599544196431805	0.015240095034875103	0.0027239530686217197	0.0016583609169982315	0.009929780067454902	0.01014874742680925	0.009571093686451941	0.011061170876676196	0.4945472256514602	0.5361103645619	0.5091966746087749	0.5215093579525246
the movie is as long as an interstate	the movie is as long as a gnat	The movie is very long	The movie is very short	0.00782460528218464	0.014540494544009172	0.013599725771148152	0.012213436250855485	0.022758010033820632	0.019225576688439487	0.030439057371880806	0.027827159813051467	0.5420692182489046	0.47758651852634104	0.4278057258355848	0.5914036437002916
that man has the laughter of booming thunder	that man has the laughter of a mouse	It's a very loud and deep laugh	It's barely audible and high-pitched	0.003245290893773357	0.008656061030134223	0.023998768102670747	0.02556602919659723	0.014416508386208086	0.014088192128905755	0.020665076459514035	0.02266097393531683	0.5057589845072789	0.5230334574420488	0.41094233483485415	0.6166391339524459
the explanation was like clear water	the explanation was like mud	The explanation was easy and simple to understand	The explanation made to sense.	0.0031732867937292425	0.0015557360765549163	0.023971862352321797	0.00043409771225431926	0.023188244068313893	0.0028999122572040065	0.015436440129809114	0.006461468096952584	0.8888418092478432	0.2950723891086522	0.6003477970038844	0.6902259979302728
the headlight was as bright as a sun	the headlight was as bright as a dim candle	The headlight was very bright.	the headlight was very dim.	0.025650706446914445	0.019592281884797648	0.004636042368015802	0.0031122140802475693	0.029587532873878126	0.01833341597314882	0.02277016193967056	0.01811239183535407	0.6174237694734995	0.44303474619090516	0.5651038109917267	0.4969677700799489
that woman's purity is a field of virgin snow	that woman's purity is a pile of yellow snow	Clean and untouched snow	Dirty and defiled snow	0.010573512872920972	0.007781080815995677	0.002167758025789515	0.003878030843618826	0.010735531082720384	0.011232584162793541	0.0074749432661848515	0.009422110069587321	0.4886869429962896	0.5576185316075256	0.5895250654668298	0.45617281783896135
the event planning hit several storms in the process	the event planning was met with clear skies	The planning ran into several problems	The planning was easy and without issue	0.002587755211481605	0.002930618041309498	0.006330017259033582	0.006660133476102544	0.0075670957181967575	0.006135078797182927	0.00659144508601991	0.009319419961116529	0.5522550971528825	0.5857267932012152	0.5344544909559564	0.6030231136491415
the dinner was as tasty as a leather shoe	the dinner was as tasty as a michelin star	The dinner was very dry and tasteless.	The dinner was award winning.	0.008366056321477982	0.013723386597988958	0.006855878294735016	0.0009597517988816534	0.014577079764311338	0.007989683365284373	0.020179022662141666	0.013617207195319753	0.645953506074333	0.40292089540021253	0.4194106573128484	0.6302252125138277
the bulb is as bright as clarity	the bulb is as bright as mud	The bulb is very bright	The bulb is not very bright	0.0027174884227127885	0.0040903099043718485	0.004198112696943422	0.008299253259694845	0.014137276878939514	0.01519038250887787	0.01709093297518536	0.021024046144181414	0.4820458629853051	0.5515953735233399	0.4527085268409053	0.5805433614760445
that man has the intelligence of a evil genius	that man has the intelligence of a field mouse	The man is a highly intelligent person	The man is basically a dumb animal	0.011876974973845923	0.025351528183350774	0.01832570273353118	0.010260115946670888	0.0210291645533275	0.0174935632612088	0.03350383013503419	0.030874889846252543	0.5458898096357621	0.47958222616459434	0.3856227715624702	0.6383270057790987
the idea he had hit a glacier	the idea he had was a lightbulb moment	his idea sunk and failed	his idea was brilliant and worked	0.004271753351472455	0.024708310252731566	0.0015842959805509441	0.014106530139575144	0.0033133406589647483	0.007466390205236875	0.01059300241372089	0.025568120009896417	0.3073676607240735	0.7070610173648133	0.23826110442167203	0.7739821127477629
