"This guy has the charisma of a ball of clay.That is to say,",he doesn't have any,1,,,
"This guy has the charisma of a ball of clay.That is to say,",he has no charisma at all,1,,,
"This guy has the charisma of a ball of clay.That is to say,",he has no charisma,1,,,
"A chemical reaction is like a riot.That is to say,",it is a violent process,1,,,
"A chemical reaction is like a riot.That is to say,",it is a violent process,1,,,
"A chemical reaction is like a riot.That is to say,",a chemical reaction is a process that involves the collision of molecules,1,,,
"A chemical reaction is like a riot.That is to say,",it is an uncontrolled and dangerous event,1,,,
"The sadness of her death was a flea.That is to say,",it was not a big deal,1,,,
"The sadness of her death was a flea.That is to say,",it was a flea that was a flea,2,,,
"The sadness of her death was a flea.That is to say,",it was a flea that was a flea,2,,,
"The sadness of her death was a flea.That is to say,",it was a flea that was a sadness,2,,,
"The man was had the strength of a lion.That is to say,",he was very strong,1,,,
"The man was had the strength of a lion.That is to say,",he was stronger than any human being,1,,,
"The man was had the strength of a lion.That is to say,",he was very strong,1,,,
"The man was had the strength of a lion.That is to say,",he was a very strong man,1,,,
"She had all the honesty of a corporate lawyer.That is to say,",she had none,1,,,
"She had all the honesty of a corporate lawyer.That is to say,",none,1,,,
"She had all the honesty of a corporate lawyer.That is to say,",none,1,,,
"She had all the honesty of a corporate lawyer.That is to say,",none,1,,,
"The girl moved as fast as a turtle.That is to say,",she moved at a turtle's pace,2,,,
"The girl moved as fast as a turtle.That is to say,",not very fast,1,,,
"The girl moved as fast as a turtle.That is to say,"," she moved as fast as a turtle, but she was a turtle",2,,,
"The girl moved as fast as a turtle.That is to say,",she moved at a turtle's pace,2,,,
"He has the attitude of the Grinch at Halloween.That is to say,",he is not happy,0,,,
"He has the attitude of the Grinch at Halloween.That is to say,",he is a Grinch,2,,,
"He has the attitude of the Grinch at Halloween.That is to say,",he is in a very bad mood,0,,0,wrong
"He has the attitude of the Grinch at Halloween.That is to say,",he is not happy,0,,1,right
"His skill in writing was as sharp as a knife.That is to say,",he was a master of the written word,1,,-1,metaphor invalid (can be taken literally)
"His skill in writing was as sharp as a knife.That is to say,",his writing was like a knife,2,,2,taken literally
"His skill in writing was as sharp as a knife.That is to say,",he was a good writer,1,,,
"His skill in writing was as sharp as a knife.That is to say,",it was sharp enough to cut through the most complicated of matters,2,,,
"He's got the swimming ability of a pack of dolphins.That is to say,",he's got none,0,,,
"He's got the swimming ability of a pack of dolphins.That is to say,",he can't swim,0,,,
"He's got the swimming ability of a pack of dolphins.That is to say,",he's not very good at it,0,,,
"He's got the swimming ability of a pack of dolphins.That is to say,",he can't swim,0,,,
"My wife's cooking tastes like heaven.That is to say,",it tastes like heaven to me,2,,,
"My wife's cooking tastes like heaven.That is to say,",it tastes like heaven to me,2,,,
"My wife's cooking tastes like heaven.That is to say,",it tastes like heaven to me,2,,,
"My wife's cooking tastes like heaven.That is to say,",it's not very good,0,,,
"He has the nose of Michaelangelo's David.That is to say,",he has a nose that is perfect in every way,1,,,
"He has the nose of Michaelangelo's David.That is to say,",it's a big nose,1,,,
"He has the nose of Michaelangelo's David.That is to say,",he has no nose,0,,,
"He has the nose of Michaelangelo's David.That is to say,",it is a nose that is perfectly in balance with the rest of his face,1,,,
"The razor has the cutting power of a declawed kitten.That is to say,",it's a kitten,0,,,
"The razor has the cutting power of a declawed kitten.That is to say,",it doesn't have any cutting power whatsoever,1,,,
"The razor has the cutting power of a declawed kitten.That is to say,",it cuts as well as a declawed kitten would,2,,,
"The razor has the cutting power of a declawed kitten.That is to say,",it does not cut,1,,,
"That boy has the sense of a rock.That is to say,",he has no sense at all,1,,,
"That boy has the sense of a rock.That is to say,",he has no sense at all,1,,,
"That boy has the sense of a rock.That is to say,",he has no sense at all,1,,,
"That boy has the sense of a rock.That is to say,",he has no sense at all,1,,,
"My wife's cooking tastes like cardboard.That is to say,",it tastes like cardboard,2,,,
"My wife's cooking tastes like cardboard.That is to say,",she can't cook,1,,,
"My wife's cooking tastes like cardboard.That is to say,",it tastes like it's been made from cardboard,2,,,
"My wife's cooking tastes like cardboard.That is to say,",it tastes like cardboard to me,2,,,
"The teacher's grading policy was as flexible as a steel beam.That is to say,",it was rigid and unbending,1,,,
"The teacher's grading policy was as flexible as a steel beam.That is to say,",it was rigid and unbending,1,,,
"The teacher's grading policy was as flexible as a steel beam.That is to say,",it was rigid as a steel beam,2,,,
"The teacher's grading policy was as flexible as a steel beam.That is to say,",it was rigid and unbending,1,,0,wrong
"The pillow was as soft as a cloud.That is to say,",it was not soft at all,0,,1,right
"The pillow was as soft as a cloud.That is to say,",it was as soft as it was possible for a pillow to be,1,,-1,metaphor invalid (can be taken literally)
"The pillow was as soft as a cloud.That is to say,",it was made of clouds,2,,2,taken literally
"The pillow was as soft as a cloud.That is to say,",it was as soft as a cloud,2,,,
"The room felt like a cooler.That is to say,",it felt like a cooler,2,,,
"The room felt like a cooler.That is to say,",it was a little cold,1,,,
"The room felt like a cooler.That is to say,",it was cold,1,,,
"The room felt like a cooler.That is to say,"," it felt like a cooler that had been turned on, but was not actually cooling anything",0,,,
"The conversation has me feeling like I just ate the whole Thanksgiving turkey.That is to say,",I'm stuffed,1,,,
"The conversation has me feeling like I just ate the whole Thanksgiving turkey.That is to say,",stuffed,1,,,
"The conversation has me feeling like I just ate the whole Thanksgiving turkey.That is to say,",I'm feeling stuffed,1,,,
"The conversation has me feeling like I just ate the whole Thanksgiving turkey.That is to say,",I feel stuffed,1,,,
"The military is as organized as a toddler's bedroom.That is to say,",not very,1,,,
"The military is as organized as a toddler's bedroom.That is to say,",not very,1,,,
"The military is as organized as a toddler's bedroom.That is to say,",not very,1,,,
"The military is as organized as a toddler's bedroom.That is to say,",it's a mess,1,,,
"The ball is a big red sun.That is to say,",the ball is a big red sun,-1,,,
"The ball is a big red sun.That is to say,",the ball is a big red sun,-1,,,
"The ball is a big red sun.That is to say,",it is a sphere,-1,,,
"The ball is a big red sun.That is to say,",the ball is a big red sun,-1,,,
"The actor has the fame of a box of rocks.That is to say,",he is famous for being famous,0,,,
"The actor has the fame of a box of rocks.That is to say,",he is famous for being famous,0,,,
"The actor has the fame of a box of rocks.That is to say,",he has the fame of a box of rocks,2,,,
"The actor has the fame of a box of rocks.That is to say,",he has no fame at all,1,,,
"This guy has the charisma of a Greek god.That is to say,",he has none,0,,,
"This guy has the charisma of a Greek god.That is to say,",he has none,0,,,
"This guy has the charisma of a Greek god.That is to say,",he doesn't have any,0,,,
"This guy has the charisma of a Greek god.That is to say,",he has none,0,,,
"This dog is as aggressive as a heavyweight fighter.That is to say,",he is very aggressive,1,,,
"This dog is as aggressive as a heavyweight fighter.That is to say,",he is very friendly,0,,,
"This dog is as aggressive as a heavyweight fighter.That is to say,",he is aggressive when he wants to be,1,,,
"This dog is as aggressive as a heavyweight fighter.That is to say,",he has a lot of energy and is always on the move,0,,,
"The book plot was as straightforward as a Y-axis.That is to say,",it was a straight line,2,,0,wrong
"The book plot was as straightforward as a Y-axis.That is to say,",it was a straight line,2,,1,right
"The book plot was as straightforward as a Y-axis.That is to say,",it was a straight line,2,,-1,metaphor invalid (can be taken literally)
"The book plot was as straightforward as a Y-axis.That is to say,",it was a straight line,2,,2,taken literally
"The conductor is a demolition derby.That is to say,"," he is a man who has a lot of power over the lives of others, and he uses that power to make himself feel good",0,,,
"The conductor is a demolition derby.That is to say,"," it's a lot of people doing a lot of things at once, and the only way to get anything done is to get in people's way",0,,,
"The conductor is a demolition derby.That is to say,",the conductor is a demolition derby,2,,,
"The conductor is a demolition derby.That is to say,",the conductor is a demolition derby,2,,,
"The fortress appears as a boulder.That is to say,",the fortress is a boulder and a boulder is the fortress,2,,,
"The fortress appears as a boulder.That is to say,",it is a boulder,2,,,
"The fortress appears as a boulder.That is to say,"," it is a small boulder that is not visible to the naked eye, but if you look at it with the naked eye, it is a boulder",2,,,
"The fortress appears as a boulder.That is to say,",a large rock,2,,,
"The critic's review of the concert rang of The lavish praise given to a king.That is to say,",the critic praised the king by praising his subjects,0,,,
"The critic's review of the concert rang of The lavish praise given to a king.That is to say,",the critic was a sycophant,1,,,
"The critic's review of the concert rang of The lavish praise given to a king.That is to say,",the critic praised the king as if he were a god,0,,,
"The critic's review of the concert rang of The lavish praise given to a king.That is to say,",it was not a review at all,0,,,
"The clothing has the smell of roses.That is to say,",it has the smell of the rose,-1,,,
"The clothing has the smell of roses.That is to say,",it is a very good smell,-1,,,
"The clothing has the smell of roses.That is to say,",the smell of the rose is a smell of the rose,-1,,,
"The clothing has the smell of roses.That is to say,",it is the smell of the rose,-1,,,
"The businessman was as aggressive in negotiations as a secretary.That is to say,",he was not,1,,,
"The businessman was as aggressive in negotiations as a secretary.That is to say,",he was too passive,1,,,
"The businessman was as aggressive in negotiations as a secretary.That is to say,",he was a very aggressive secretary,0,,,
"The businessman was as aggressive in negotiations as a secretary.That is to say,",he was very aggressive,0,,,
"The book's plot was as twisted as a parade of soldiers.That is to say,"," it was a little hard to follow at first, but it was still a very interesting read",0,,,
"The book's plot was as twisted as a parade of soldiers.That is to say,",it was a tangled mess,0,,0,wrong
"The book's plot was as twisted as a parade of soldiers.That is to say,",it was not twisted at all,1,,1,right
"The book's plot was as twisted as a parade of soldiers.That is to say,",it was convoluted,0,,-1,metaphor invalid (can be taken literally)
"Vanity is the quicksand of reason.That is to say,",it is the sinking of reason in the sand of the imagination,1,,2,taken literally
"Vanity is the quicksand of reason.That is to say,",it is the quicksand of reason which makes it impossible to reason,1,,,
"Vanity is the quicksand of reason.That is to say,"," the more you struggle, the more you sink",2,,,
"Vanity is the quicksand of reason.That is to say,"," the more we are absorbed in the contemplation of our own excellence, the less we have left over to notice what is actually going on around us",1,,,
"The conversation has me sweating like a snowman in the summer.That is to say,",I am sweating,1,,,
"The conversation has me sweating like a snowman in the summer.That is to say,",I'm sweating a lot,1,,,
"The conversation has me sweating like a snowman in the summer.That is to say,",I'm sweating a lot,1,,,
"The conversation has me sweating like a snowman in the summer.That is to say,",I'm sweating a lot,1,,,
"He's got the swimming ability of a spider in a bathtub.That is to say,",he's not very good at it,1,,,
"He's got the swimming ability of a spider in a bathtub.That is to say,",he can't swim,1,,,
"He's got the swimming ability of a spider in a bathtub.That is to say,",he can't swim at all,1,,,
"He's got the swimming ability of a spider in a bathtub.That is to say,",he doesn't,1,,,
"The man was had the strength of a sparrow.That is to say,",he was a weakling,1,,,
"The man was had the strength of a sparrow.That is to say,",he was weak,1,,,
"The man was had the strength of a sparrow.That is to say,",he was a very weak person,1,,,
"The man was had the strength of a sparrow.That is to say,",he was weak,1,,,
"Chromosomes are like a tapestry.That is to say,",they are made up of a long string of genes,1,,,
"Chromosomes are like a tapestry.That is to say,",they are made up of a lot of threads,1,,,
"Chromosomes are like a tapestry.That is to say,",they are the threads that make up the fabric of our DNA,1,,,
"Chromosomes are like a tapestry.That is to say,",they are made up of threads,1,,,
"The family was as rich as a king.That is to say,",they were rich,1,,,
"The family was as rich as a king.That is to say,",they were very rich,1,,,
"The family was as rich as a king.That is to say,",they had a lot of money,1,,,
"The family was as rich as a king.That is to say,",they were very rich,1,,,
"For the nation, their army was a a shield.That is to say,",the military was the nation's shield,2,,,
"For the nation, their army was a a shield.That is to say,",it was a shield to protect the people,1,,0,wrong
"For the nation, their army was a a shield.That is to say,",it was a shield that protected the nation from the invasion of foreign armies,1,,1,right
"For the nation, their army was a a shield.That is to say,",it was a shield for the nation,2,,-1,metaphor invalid (can be taken literally)
"The actor has the fame of a Roman emperor.That is to say,",he is known to millions,1,,2,taken literally
"The actor has the fame of a Roman emperor.That is to say,",he is known all over the world,1,,,
"The actor has the fame of a Roman emperor.That is to say,",he has the fame of a Roman emperor,1,,,
"The actor has the fame of a Roman emperor.That is to say,",he is a star,1,,,
"The pot roast was as tender as a warm doughnut.That is to say,"," it was tender, but it wasn't the kind of tender that you want to eat",1,,,
"The pot roast was as tender as a warm doughnut.That is to say,",it had been cooked to perfection,1,,,
"The pot roast was as tender as a warm doughnut.That is to say,",it was tender,1,,,
"The pot roast was as tender as a warm doughnut.That is to say,"," it was tender, but not in a good way",1,,,
"Her sight is as good as an eagle.That is to say,",she is a real eagle,0,,,
"Her sight is as good as an eagle.That is to say,",she can see an object clearly at a distance of a mile and a half,1,,,
"Her sight is as good as an eagle.That is to say,",she can see things from far away,1,,,
"Her sight is as good as an eagle.That is to say,",her sight is as good as an eagle's,2,,,
"The man is as sharp as a bowling ball.That is to say,",he's pretty sharp,0,,,
"The man is as sharp as a bowling ball.That is to say,",he is not very sharp,1,,,
"The man is as sharp as a bowling ball.That is to say,",he’s as sharp as a bowling ball with a few dents in it,2,,,
"The man is as sharp as a bowling ball.That is to say,",he's very sharp,0,,,
"His conversation sounds like a profound speaker.That is to say,",he has a way with words,1,,,
"His conversation sounds like a profound speaker.That is to say,",he is a man of great wisdom,1,,,
"His conversation sounds like a profound speaker.That is to say,",he is a great speaker,1,,,
"His conversation sounds like a profound speaker.That is to say,"," he is a person who is not only good at talking, but also good at listening",1,,,
"School is a circus.That is to say,",it feels like a circus,2,,,
"School is a circus.That is to say,",it is a place where the students are the animals and the teachers are the ringmasters,1,,,
"School is a circus.That is to say,",it's a place where people go to watch a show,0,,,
"School is a circus.That is to say,",it is a place where people come to watch the spectacle of other people's lives,0,,,
"The family was as rich as a pile of dirt.That is to say,",they were rich,0,,,
"The family was as rich as a pile of dirt.That is to say,",they were dirt poor,1,,,
"The family was as rich as a pile of dirt.That is to say,",they were not rich at all,1,,,
"The family was as rich as a pile of dirt.That is to say,",they were very rich,0,,,
"The job is as easy as tying your shoes.That is to say,",it's not very hard,1,,,
"The job is as easy as tying your shoes.That is to say,"," it is easy to do, but it is not easy to do well",0,,0,wrong
"The job is as easy as tying your shoes.That is to say,",it's not,0,,1,right
"The job is as easy as tying your shoes.That is to say,",it is not easy at all,0,,-1,metaphor invalid (can be taken literally)
"For the nation, their army was a a sword.That is to say,",it was a weapon,1,,2,taken literally
"For the nation, their army was a a sword.That is to say,",they were a weapon to be used by the nation,1,,,
"For the nation, their army was a a sword.That is to say,",the nation's army was a sword that killed the enemy,1,,,
"For the nation, their army was a a sword.That is to say,",it was a sword that would cut down any enemy that stood in the way of the nation's prosperity,1,,,
"The event planning hit several storms in the process.That is to say,",the event planning was not a smooth sailing,1,,,
"The event planning hit several storms in the process.That is to say,",it was an event that was planned by the Japanese government,0,,,
"The event planning hit several storms in the process.That is to say,",the event planning hit several snags,1,,,
"The event planning hit several storms in the process.That is to say,",the event planning hit a few snags in the process,1,,,
"The book plot was as straightforward as uncombed hair.That is to say,",it was a little hard to follow,1,,,
"The book plot was as straightforward as uncombed hair.That is to say,"," it was tangled, but not in a good way",1,,,
"The book plot was as straightforward as uncombed hair.That is to say,",it was a tangled mess,1,,,
"The book plot was as straightforward as uncombed hair.That is to say,",it was not,1,,,
"Her sight is as good as a mole.That is to say,",she can see what a mole sees,0,,,
"Her sight is as good as a mole.That is to say,"," she can see in the dark, but she can't see in the light",0,,,
"Her sight is as good as a mole.That is to say,",not very good,1,,,
"Her sight is as good as a mole.That is to say,",she can see in the dark,0,,,
"His abs were a wall.That is to say,",his stomach was a wall,2,,,
"His abs were a wall.That is to say,",he was a wall,2,,,
"His abs were a wall.That is to say,",he was a wall,2,,,
"His abs were a wall.That is to say,",they were a wall,2,,,
"It's as loud as a hurricane.That is to say,",it's loud enough to wake up anyone in the house,1,,,
"It's as loud as a hurricane.That is to say,",it's loud,1,,,
"It's as loud as a hurricane.That is to say,",it's a bit loud,1,,,
"It's as loud as a hurricane.That is to say,",it's loud,1,,,
"Chromosomes are like spaghetti.That is to say,"," they’re long, thin, and you can’t eat them",0,,,
"Chromosomes are like spaghetti.That is to say,"," they are long, thin strands of DNA that are coiled up inside each cell",1,,0,wrong
"Chromosomes are like spaghetti.That is to say,",they are long and thin,1,,1,right
"Chromosomes are like spaghetti.That is to say,"," they are long, thin, and hard to break",0,,-1,metaphor invalid (can be taken literally)
"The groom was feeling like a raindrop on a grave.That is to say,"," he was feeling like a raindrop on a grave, in a grave, and he was feeling like a raindrop on a grave, in a grave",2,,2,taken literally
"The groom was feeling like a raindrop on a grave.That is to say,",he was feeling like a raindrop on a grave that had been freshly dug for his brother,2,,,
"The groom was feeling like a raindrop on a grave.That is to say,",he was feeling like he was going to cry,1,,,
"The groom was feeling like a raindrop on a grave.That is to say,",he was feeling sad,1,,,
"he is as adventurous as a pioneer.That is to say,",he is not,0,,,
"he is as adventurous as a pioneer.That is to say,",he is not averse to taking risks,1,,,
"he is as adventurous as a pioneer.That is to say,",he is a coward,0,,,
"he is as adventurous as a pioneer.That is to say,",he is not a pioneer,0,,,
"The pillow was as soft as a cement slab.That is to say,",it was hard,1,,,
"The pillow was as soft as a cement slab.That is to say,",it was soft,0,,,
"The pillow was as soft as a cement slab.That is to say,",it was not soft at all,1,,,
"The pillow was as soft as a cement slab.That is to say,",it was hard,1,,,
"The pot roast was as tender as a boulder encased in concrete.That is to say,",it was as tender as a boulder encased in concrete,2,,,
"The pot roast was as tender as a boulder encased in concrete.That is to say,",it was tough as hell,1,,,
"The pot roast was as tender as a boulder encased in concrete.That is to say,"," it was tender, but it was also very, very hard",0,,,
"The pot roast was as tender as a boulder encased in concrete.That is to say,",it was tough and rubbery,1,,,
"He has the nose of an elephant with a sinus infection.That is to say,",he has a big nose,0,,,
"He has the nose of an elephant with a sinus infection.That is to say,",he smells everything,0,,,
"He has the nose of an elephant with a sinus infection.That is to say,",he has a big honker,0,,,
"He has the nose of an elephant with a sinus infection.That is to say,",he has a large nose,0,,,
"The clothing has the smell of a crowded gym.That is to say,",it smells like a gym after a crowded workout,2,,,
"The clothing has the smell of a crowded gym.That is to say,"," it's not a bad smell, but it's not a good smell either",0,,,
"The clothing has the smell of a crowded gym.That is to say,",it smells like the inside of a locker room,1,,,
"The clothing has the smell of a crowded gym.That is to say,",it smells like a locker room,1,,,
"The girl's facial expression was as clear as pea soup.That is to say,",she was angry,0,,,
"The girl's facial expression was as clear as pea soup.That is to say,",she was extremely shocked,0,,,
"The girl's facial expression was as clear as pea soup.That is to say,",she was very happy,0,,0,wrong
"The girl's facial expression was as clear as pea soup.That is to say,",she was completely stunned,0,,1,right
"Raising a puppy is doing laps in a warm pool.That is to say,",it is a lot of work,0,,-1,metaphor invalid (can be taken literally)
"Raising a puppy is doing laps in a warm pool.That is to say,",it's a lot of work,0,,2,taken literally
"Raising a puppy is doing laps in a warm pool.That is to say,",it's easy,1,,,
"Raising a puppy is doing laps in a warm pool.That is to say,",it's easy,1,,,
"His drive home was a party.That is to say,"," a drunken, drug-addled, sex-crazed party",2,,,
"His drive home was a party.That is to say,",it was a party for him,2,,,
"His drive home was a party.That is to say,",it was a party if you were a cop,2,,,
"His drive home was a party.That is to say,",he was a party,2,,,
"His conversation sounds like a broken record.That is to say,",he has a tendency to repeat himself,1,,,
"His conversation sounds like a broken record.That is to say,",he repeats himself a lot,1,,,
"His conversation sounds like a broken record.That is to say,",he repeats himself a lot,1,,,
"His conversation sounds like a broken record.That is to say,",it's the same thing over and over and over again,1,,,
"The child has the energy of a cheetah.That is to say,",he is fast,1,,,
"The child has the energy of a cheetah.That is to say,",he is always on the move,1,,,
"The child has the energy of a cheetah.That is to say,",he is always on the move,1,,,
"The child has the energy of a cheetah.That is to say,",he is very active,1,,,
"The military is as organized as a chessboard.That is to say,",it is organized for the purpose of killing people,0,,,
"The military is as organized as a chessboard.That is to say,","it is organized for attack,not for defence",0,,,
"The military is as organized as a chessboard.That is to say,",it is as organized as a game of chess would be if the pieces had minds of their own and if you could never be sure whether you had a,1,,,
"The military is as organized as a chessboard.That is to say,",it is very much organized in a way that allows you to see the whole picture,1,,,
"His abs were marshmallows.That is to say,",they were soft and squishy,1,,,
"His abs were marshmallows.That is to say,",they were soft and squishy,1,,,
"His abs were marshmallows.That is to say,",they were soft and squishy,1,,,
"His abs were marshmallows.That is to say,",they were soft and squishy,1,,,
"The critic's review of the concert rang of A disapproving rant from an angry mother.That is to say,"," it was the type of review that was written by someone who was not there, and had no idea what was going on",1,,,
"The critic's review of the concert rang of A disapproving rant from an angry mother.That is to say,"," it was a review that was not written by a critic, but by a mother who was angry at her son for going to a concert",2,,,
"The critic's review of the concert rang of A disapproving rant from an angry mother.That is to say,",it was a typical review,0,,0,wrong
"The critic's review of the concert rang of A disapproving rant from an angry mother.That is to say,",it was a bit over the top,1,,1,right
"A chemical reaction is like a ballroom dance.That is to say,"," it is a sequence of steps that take place in a specific order, and it is accompanied by a lot of intricate footwork",1,,-1,metaphor invalid (can be taken literally)
"A chemical reaction is like a ballroom dance.That is to say,",it is a sequence of steps that are executed in a particular order,1,,2,taken literally
"A chemical reaction is like a ballroom dance.That is to say,",the partners are constantly changing partners,1,,,
"A chemical reaction is like a ballroom dance.That is to say,",it is a sequence of steps,1,,,
"He had funnels in his ears throughout the lecture.That is to say,",he had a pair of earphones in his ears and a pair of earphones in his lap,0,,,
"He had funnels in his ears throughout the lecture.That is to say,",he had a hearing aid,1,,,
"He had funnels in his ears throughout the lecture.That is to say,",he was listening to music through earphones,1,,,
"He had funnels in his ears throughout the lecture.That is to say,",he was listening to music,1,,,
"The groom was feeling like a pig in mud.That is to say,",he was feeling as happy as a pig in mud,1,,,
"The groom was feeling like a pig in mud.That is to say,",he was feeling happy,1,,,
"The groom was feeling like a pig in mud.That is to say,",he was feeling very happy,1,,,
"The groom was feeling like a pig in mud.That is to say,",he was feeling very happy,1,,,
"This dog is as aggressive as a cotton ball.That is to say,",not very aggressive at all,1,,,
"This dog is as aggressive as a cotton ball.That is to say,",not very,1,,,
"This dog is as aggressive as a cotton ball.That is to say,",not at all,1,,,
"This dog is as aggressive as a cotton ball.That is to say,",not very,1,,,
"The chair was a foundation.That is to say,",it was the foundation of the entire building,-1,,,
"The chair was a foundation.That is to say,",it was a place of stability,-1,,,
"The chair was a foundation.That is to say,",it was the foundation of the house,-1,,,
"The chair was a foundation.That is to say,",the chair was a foundation,-1,,,
"he is as adventurous as a sofa bed.That is to say,",he is not adventurous at all,1,,,
"he is as adventurous as a sofa bed.That is to say,",he's not at all adventurous,1,,,
"he is as adventurous as a sofa bed.That is to say,",not adventurous at all,1,,,
"he is as adventurous as a sofa bed.That is to say,",he is not,1,,,
"The girl's facial expression was as clear as a windowpane.That is to say,",it was completely transparent,1,,,
"The girl's facial expression was as clear as a windowpane.That is to say,",she was shocked,0,,,
"The girl's facial expression was as clear as a windowpane.That is to say,"," she was looking at the man with a face that said, ""You're lying",0,,,
"The girl's facial expression was as clear as a windowpane.That is to say,",it was completely transparent,1,,,
"She had all the honesty of a sinner at confession.That is to say,",she lied,0,,,
"She had all the honesty of a sinner at confession.That is to say,",she lied like a trooper,0,,,
"She had all the honesty of a sinner at confession.That is to say,",she lied like a saint,0,,,
"She had all the honesty of a sinner at confession.That is to say,",she lied like a gentleman,0,,,
"The child has the heart of stone.That is to say,"," the child is cold-blooded, cruel, and unfeeling",1,,,
"The child has the heart of stone.That is to say,"," the child is cruel, without pity",1,,,
"The child has the heart of stone.That is to say,",the child is a stone,2,,,
"The child has the heart of stone.That is to say,",he is a very cold and inhuman person who does not care about other people's feelings,1,,,
"The ball is a pea.That is to say,",it is a pea,-1,,,
"The ball is a pea.That is to say,",it is a pea-sized ball,-1,,,
"The ball is a pea.That is to say,",the ball is a pea,-1,,,
"The ball is a pea.That is to say,",the ball is a pea,-1,,,
"The boy is as daring as a fawn.That is to say,",he is very timid,1,,,
"The boy is as daring as a fawn.That is to say,",he is very timid,1,,,
"The boy is as daring as a fawn.That is to say,",he is very timid,1,,,
"The boy is as daring as a fawn.That is to say,",he is very timid,1,,,
"His temper was a tempest.That is to say,",his temper was a thing that would not be controlled,1,,,
"His temper was a tempest.That is to say,"," he was a man of violent passions, easily roused, and as easily calmed",1,,,
